record_id,paper_key,context_key,condition_key,assay_key,observable,observable_raw_label,value,value_unit,time_value,time_unit,statistic,uncertainty_type,uncertainty_value,replicate_count,normalization,normalization_reference,source_key,figure,panel,table,lane,extraction_method,quality_class,is_censored,censoring_limit,notes
xu_fig5e_control_plasmid,paper_PMID31349793,huh7_control_plasmid_xu,huh7_control_plasmid_xu__control_plasmid_mcl_1_promoter_luciferase_reporter,xu_luciferase_reporter,mcl1_promoter_luciferase_fold,"Mcl-1-promoter luciferase activity fold, Control-plasmid",1.0,fold vs Control-plasmid,,,approximate fold-change,text-derived approximate value ('~4x' as stated in the Figure Annotations sheet),,,,,moa_doc,Figure 5,E,,,TEXT_DERIVED,SEMI_QUANTITATIVE,False,,"From Figure Annotations sheet: 'STAT3 overexpression ~4x's reporter activity, Din treatment cuts it back down' -- best quantitative anchor for a STAT3->Mcl-1 transcription-rate PD term."
xu_fig5e_stat3_overexpression,paper_PMID31349793,huh7_stat3_oe_xu,huh7_stat3_oe_xu__stat3_overexpression_mcl_1_promoter_luciferase_reporter,xu_luciferase_reporter,mcl1_promoter_luciferase_fold,"Mcl-1-promoter luciferase activity fold, STAT3-overexpression",4.0,fold vs Control-plasmid,,,approximate fold-change,text-derived approximate value ('~4x' as stated in the Figure Annotations sheet),,,,,moa_doc,Figure 5,E,,,TEXT_DERIVED,SEMI_QUANTITATIVE,False,,"From Figure Annotations sheet: 'STAT3 overexpression ~4x's reporter activity, Din treatment cuts it back down' -- best quantitative anchor for a STAT3->Mcl-1 transcription-rate PD term."
xu_fig5g_control_plasmid,paper_PMID31349793,huh7_control_plasmid_xu,huh7_control_plasmid_xu__control_plasmid_flavopiridol_100_nm,xu_apoptosis_rescue,apoptosis_fraction_relative_flavopiridol,"Relative apoptotic fraction, Control-plasmid, flavopiridol",1.0,fraction of Control-plasmid + flavopiridol apoptosis,,,approximate relative apoptotic fraction,"text-derived approximate value (source text states 'roughly in half', not a printed bar-chart value)",,,,,moa_doc,Figure 5,G,,,TEXT_DERIVED,SEMI_QUANTITATIVE,False,,From Figure Annotations sheet: 'STAT3 overexpression cuts FLA-induced apoptosis roughly in half -- corroborates the Mcl-1 rescue in Fig4E from a different upstream angle'. Second independent rescue dataset for the STAT3->Mcl-1 protected-fraction parameter.
xu_fig5g_stat3_overexpression,paper_PMID31349793,huh7_stat3_oe_xu,huh7_stat3_oe_xu__stat3_overexpression_flavopiridol_100_nm,xu_apoptosis_rescue,apoptosis_fraction_relative_flavopiridol,"Relative apoptotic fraction, STAT3-overexpression, flavopiridol",0.5,fraction of Control-plasmid + flavopiridol apoptosis,,,approximate relative apoptotic fraction,"text-derived approximate value (source text states 'roughly in half', not a printed bar-chart value)",,,,,moa_doc,Figure 5,G,,,TEXT_DERIVED,SEMI_QUANTITATIVE,False,,From Figure Annotations sheet: 'STAT3 overexpression cuts FLA-induced apoptosis roughly in half -- corroborates the Mcl-1 rescue in Fig4E from a different upstream angle'. Second independent rescue dataset for the STAT3->Mcl-1 protected-fraction parameter.
xu_fig6a_control_day1,paper_PMID31349793,huh7_xu_xenograft,huh7_xu_xenograft__control,xu_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Control, day 1",30.0,mm3,1.0,d,mean tumor volume,"visual digitization uncertainty (pixel-based curve extraction, 400 DPI render, cross-checked)",,,,,annotation_workbook,Figure 6,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,Dinaciclib+Regorafenib combination gives the flattest curve throughout -- visually additive-to-supra-additive vs either monotherapy arm. The paper's central in vivo sensitization/combination claim.
xu_fig6a_control_day10,paper_PMID31349793,huh7_xu_xenograft,huh7_xu_xenograft__control,xu_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Control, day 10",600.0,mm3,10.0,d,mean tumor volume,"visual digitization uncertainty (pixel-based curve extraction, 400 DPI render, cross-checked)",,,,,annotation_workbook,Figure 6,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,Dinaciclib+Regorafenib combination gives the flattest curve throughout -- visually additive-to-supra-additive vs either monotherapy arm. The paper's central in vivo sensitization/combination claim.
xu_fig6a_control_day13,paper_PMID31349793,huh7_xu_xenograft,huh7_xu_xenograft__control,xu_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Control, day 13",760.0,mm3,13.0,d,mean tumor volume,"visual digitization uncertainty (pixel-based curve extraction, 400 DPI render, cross-checked)",,,,,annotation_workbook,Figure 6,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,Dinaciclib+Regorafenib combination gives the flattest curve throughout -- visually additive-to-supra-additive vs either monotherapy arm. The paper's central in vivo sensitization/combination claim.
xu_fig6a_control_day16,paper_PMID31349793,huh7_xu_xenograft,huh7_xu_xenograft__control,xu_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Control, day 16",1010.0,mm3,16.0,d,mean tumor volume,"visual digitization uncertainty (pixel-based curve extraction, 400 DPI render, cross-checked)",,,,,annotation_workbook,Figure 6,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,Dinaciclib+Regorafenib combination gives the flattest curve throughout -- visually additive-to-supra-additive vs either monotherapy arm. The paper's central in vivo sensitization/combination claim.
xu_fig6a_control_day19,paper_PMID31349793,huh7_xu_xenograft,huh7_xu_xenograft__control,xu_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Control, day 19",1330.0,mm3,19.0,d,mean tumor volume,"visual digitization uncertainty (pixel-based curve extraction, 400 DPI render, cross-checked)",,,,,annotation_workbook,Figure 6,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,Dinaciclib+Regorafenib combination gives the flattest curve throughout -- visually additive-to-supra-additive vs either monotherapy arm. The paper's central in vivo sensitization/combination claim.
xu_fig6a_control_day4,paper_PMID31349793,huh7_xu_xenograft,huh7_xu_xenograft__control,xu_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Control, day 4",150.0,mm3,4.0,d,mean tumor volume,"visual digitization uncertainty (pixel-based curve extraction, 400 DPI render, cross-checked)",,,,,annotation_workbook,Figure 6,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,Dinaciclib+Regorafenib combination gives the flattest curve throughout -- visually additive-to-supra-additive vs either monotherapy arm. The paper's central in vivo sensitization/combination claim.
xu_fig6a_control_day7,paper_PMID31349793,huh7_xu_xenograft,huh7_xu_xenograft__control,xu_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Control, day 7",380.0,mm3,7.0,d,mean tumor volume,"visual digitization uncertainty (pixel-based curve extraction, 400 DPI render, cross-checked)",,,,,annotation_workbook,Figure 6,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,Dinaciclib+Regorafenib combination gives the flattest curve throughout -- visually additive-to-supra-additive vs either monotherapy arm. The paper's central in vivo sensitization/combination claim.
xu_fig6a_dinaciclib_30_mg_kg_day1,paper_PMID31349793,huh7_xu_xenograft,huh7_xu_xenograft__dinaciclib_30_mg_kg,xu_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 30 mg/kg, day 1",30.0,mm3,1.0,d,mean tumor volume,"visual digitization uncertainty (pixel-based curve extraction, 400 DPI render, cross-checked)",,,,,annotation_workbook,Figure 6,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,Dinaciclib+Regorafenib combination gives the flattest curve throughout -- visually additive-to-supra-additive vs either monotherapy arm. The paper's central in vivo sensitization/combination claim.
xu_fig6a_dinaciclib_30_mg_kg_day10,paper_PMID31349793,huh7_xu_xenograft,huh7_xu_xenograft__dinaciclib_30_mg_kg,xu_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 30 mg/kg, day 10",290.0,mm3,10.0,d,mean tumor volume,"visual digitization uncertainty (pixel-based curve extraction, 400 DPI render, cross-checked)",,,,,annotation_workbook,Figure 6,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,Dinaciclib+Regorafenib combination gives the flattest curve throughout -- visually additive-to-supra-additive vs either monotherapy arm. The paper's central in vivo sensitization/combination claim.
xu_fig6a_dinaciclib_30_mg_kg_day13,paper_PMID31349793,huh7_xu_xenograft,huh7_xu_xenograft__dinaciclib_30_mg_kg,xu_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 30 mg/kg, day 13",420.0,mm3,13.0,d,mean tumor volume,"visual digitization uncertainty (pixel-based curve extraction, 400 DPI render, cross-checked)",,,,,annotation_workbook,Figure 6,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,Dinaciclib+Regorafenib combination gives the flattest curve throughout -- visually additive-to-supra-additive vs either monotherapy arm. The paper's central in vivo sensitization/combination claim.
xu_fig6a_dinaciclib_30_mg_kg_day16,paper_PMID31349793,huh7_xu_xenograft,huh7_xu_xenograft__dinaciclib_30_mg_kg,xu_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 30 mg/kg, day 16",590.0,mm3,16.0,d,mean tumor volume,"visual digitization uncertainty (pixel-based curve extraction, 400 DPI render, cross-checked)",,,,,annotation_workbook,Figure 6,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,Dinaciclib+Regorafenib combination gives the flattest curve throughout -- visually additive-to-supra-additive vs either monotherapy arm. The paper's central in vivo sensitization/combination claim.
xu_fig6a_dinaciclib_30_mg_kg_day19,paper_PMID31349793,huh7_xu_xenograft,huh7_xu_xenograft__dinaciclib_30_mg_kg,xu_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 30 mg/kg, day 19",650.0,mm3,19.0,d,mean tumor volume,"visual digitization uncertainty (pixel-based curve extraction, 400 DPI render, cross-checked)",,,,,annotation_workbook,Figure 6,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,Dinaciclib+Regorafenib combination gives the flattest curve throughout -- visually additive-to-supra-additive vs either monotherapy arm. The paper's central in vivo sensitization/combination claim.
xu_fig6a_dinaciclib_30_mg_kg_day4,paper_PMID31349793,huh7_xu_xenograft,huh7_xu_xenograft__dinaciclib_30_mg_kg,xu_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 30 mg/kg, day 4",80.0,mm3,4.0,d,mean tumor volume,"visual digitization uncertainty (pixel-based curve extraction, 400 DPI render, cross-checked)",,,,,annotation_workbook,Figure 6,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,Dinaciclib+Regorafenib combination gives the flattest curve throughout -- visually additive-to-supra-additive vs either monotherapy arm. The paper's central in vivo sensitization/combination claim.
xu_fig6a_dinaciclib_30_mg_kg_day7,paper_PMID31349793,huh7_xu_xenograft,huh7_xu_xenograft__dinaciclib_30_mg_kg,xu_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 30 mg/kg, day 7",180.0,mm3,7.0,d,mean tumor volume,"visual digitization uncertainty (pixel-based curve extraction, 400 DPI render, cross-checked)",,,,,annotation_workbook,Figure 6,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,Dinaciclib+Regorafenib combination gives the flattest curve throughout -- visually additive-to-supra-additive vs either monotherapy arm. The paper's central in vivo sensitization/combination claim.
xu_fig6a_dinaciclib_30_mg_kg_regorafenib_20_mg_kg_day1,paper_PMID31349793,huh7_xu_xenograft,huh7_xu_xenograft__dinaciclib_30_mg_kg_regorafenib_20_mg_kg,xu_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 30 mg/kg + Regorafenib 20 mg/kg, day 1",30.0,mm3,1.0,d,mean tumor volume,"visual digitization uncertainty (pixel-based curve extraction, 400 DPI render, cross-checked)",,,,,annotation_workbook,Figure 6,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,Dinaciclib+Regorafenib combination gives the flattest curve throughout -- visually additive-to-supra-additive vs either monotherapy arm. The paper's central in vivo sensitization/combination claim.
xu_fig6a_dinaciclib_30_mg_kg_regorafenib_20_mg_kg_day10,paper_PMID31349793,huh7_xu_xenograft,huh7_xu_xenograft__dinaciclib_30_mg_kg_regorafenib_20_mg_kg,xu_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 30 mg/kg + Regorafenib 20 mg/kg, day 10",110.0,mm3,10.0,d,mean tumor volume,"visual digitization uncertainty (pixel-based curve extraction, 400 DPI render, cross-checked)",,,,,annotation_workbook,Figure 6,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,Dinaciclib+Regorafenib combination gives the flattest curve throughout -- visually additive-to-supra-additive vs either monotherapy arm. The paper's central in vivo sensitization/combination claim.
xu_fig6a_dinaciclib_30_mg_kg_regorafenib_20_mg_kg_day13,paper_PMID31349793,huh7_xu_xenograft,huh7_xu_xenograft__dinaciclib_30_mg_kg_regorafenib_20_mg_kg,xu_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 30 mg/kg + Regorafenib 20 mg/kg, day 13",140.0,mm3,13.0,d,mean tumor volume,"visual digitization uncertainty (pixel-based curve extraction, 400 DPI render, cross-checked)",,,,,annotation_workbook,Figure 6,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,Dinaciclib+Regorafenib combination gives the flattest curve throughout -- visually additive-to-supra-additive vs either monotherapy arm. The paper's central in vivo sensitization/combination claim.
xu_fig6a_dinaciclib_30_mg_kg_regorafenib_20_mg_kg_day16,paper_PMID31349793,huh7_xu_xenograft,huh7_xu_xenograft__dinaciclib_30_mg_kg_regorafenib_20_mg_kg,xu_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 30 mg/kg + Regorafenib 20 mg/kg, day 16",175.0,mm3,16.0,d,mean tumor volume,"visual digitization uncertainty (pixel-based curve extraction, 400 DPI render, cross-checked)",,,,,annotation_workbook,Figure 6,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,Dinaciclib+Regorafenib combination gives the flattest curve throughout -- visually additive-to-supra-additive vs either monotherapy arm. The paper's central in vivo sensitization/combination claim.
xu_fig6a_dinaciclib_30_mg_kg_regorafenib_20_mg_kg_day19,paper_PMID31349793,huh7_xu_xenograft,huh7_xu_xenograft__dinaciclib_30_mg_kg_regorafenib_20_mg_kg,xu_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 30 mg/kg + Regorafenib 20 mg/kg, day 19",205.0,mm3,19.0,d,mean tumor volume,"visual digitization uncertainty (pixel-based curve extraction, 400 DPI render, cross-checked)",,,,,annotation_workbook,Figure 6,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,Dinaciclib+Regorafenib combination gives the flattest curve throughout -- visually additive-to-supra-additive vs either monotherapy arm. The paper's central in vivo sensitization/combination claim.
xu_fig6a_dinaciclib_30_mg_kg_regorafenib_20_mg_kg_day4,paper_PMID31349793,huh7_xu_xenograft,huh7_xu_xenograft__dinaciclib_30_mg_kg_regorafenib_20_mg_kg,xu_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 30 mg/kg + Regorafenib 20 mg/kg, day 4",50.0,mm3,4.0,d,mean tumor volume,"visual digitization uncertainty (pixel-based curve extraction, 400 DPI render, cross-checked)",,,,,annotation_workbook,Figure 6,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,Dinaciclib+Regorafenib combination gives the flattest curve throughout -- visually additive-to-supra-additive vs either monotherapy arm. The paper's central in vivo sensitization/combination claim.
xu_fig6a_dinaciclib_30_mg_kg_regorafenib_20_mg_kg_day7,paper_PMID31349793,huh7_xu_xenograft,huh7_xu_xenograft__dinaciclib_30_mg_kg_regorafenib_20_mg_kg,xu_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 30 mg/kg + Regorafenib 20 mg/kg, day 7",70.0,mm3,7.0,d,mean tumor volume,"visual digitization uncertainty (pixel-based curve extraction, 400 DPI render, cross-checked)",,,,,annotation_workbook,Figure 6,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,Dinaciclib+Regorafenib combination gives the flattest curve throughout -- visually additive-to-supra-additive vs either monotherapy arm. The paper's central in vivo sensitization/combination claim.
xu_fig6a_regorafenib_20_mg_kg_day1,paper_PMID31349793,huh7_xu_xenograft,huh7_xu_xenograft__regorafenib_20_mg_kg,xu_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Regorafenib 20 mg/kg, day 1",30.0,mm3,1.0,d,mean tumor volume,"visual digitization uncertainty (pixel-based curve extraction, 400 DPI render, cross-checked)",,,,,annotation_workbook,Figure 6,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,Dinaciclib+Regorafenib combination gives the flattest curve throughout -- visually additive-to-supra-additive vs either monotherapy arm. The paper's central in vivo sensitization/combination claim.
